时间,开盘,最高,最低,收盘,总手(万),金额(亿)
"1992-08-05,三",1015.76,1038.3,1011.66,1012.55,6599200,76139993
"1992-08-06,四",988.38,1010.76,983.22,1002.17,9681400,108106841
"1992-08-07,五",1003.22,1006.11,995.71,1005.23,8817900,101706996
"1992-08-10,一",992.73,1006.64,956.55,964.09,9638500,111257788
"1992-08-11,二",926.81,961.61,797.6,863.41,14094000,153828820
"1992-08-12,三",675,843.3,627.36,781.21,17502800,188801200
"1992-08-13,四",797.17,890.06,745.62,850.94,16344300,171260110
"1992-08-14,五",857.1,900.51,818.12,858.38,15275400,159447570
"1992-08-17,一",898.66,940.76,858.38,939.46,18451400,190291930
"1992-08-18,二",954.89,999.69,921.98,933.44,25416600,259401680
"1992-08-19,三",920.66,951.16,888.23,939.51,12901300,131836239
"1992-08-20,四",930.7,946.73,918.65,932.32,13211100,177488020
"1992-08-21,五",916.99,938.37,912.89,916.25,14460900,189594660
"1992-08-24,一",888.95,920.85,881.33,884.1,14434800,155058340
"1992-08-25,二",868.1,887.49,848.05,849.57,12778800,135092140
"1992-08-26,三",841.42,877.25,827.36,877.25,13023100,153392990
"1992-08-27,四",874.75,880.02,861.64,863.77,8766600,89723328
"1992-08-28,五",851.6,866.98,825.01,848.2,7951900,95684135
"1992-08-31,一",833.5,848.4,823.02,823.27,7087800,77675193
"1992-09-01,二",826.96,832.84,807.37,824.96,7102100,87529173
"1992-09-02,三",803.83,826.68,783.96,787.67,12722800,140242140
"1992-09-03,四",749.22,781.33,742.74,764.11,18598500,206650590
"1992-09-04,五",759.54,776.18,749.46,753.58,12170700,130811504
"1992-09-07,一",745.69,788.15,700.79,702.83,13418600,135455440
"1992-09-08,二",653.36,702.83,595.41,640.12,12956700,130824891
"1992-09-09,三",613.44,643.77,608.04,635.74,12596300,131749927
"1992-09-10,四",643.21,695.18,622.01,692.78,13758000,142572830
"1992-09-11,五",773.22,789.18,719.39,776.29,15892200,165860410
"1992-09-14,一",762.82,793.36,714.93,734.98,18672100,195830020
"1992-09-15,二",727.11,751.22,694.32,738.16,15050200,157671770
"1992-09-16,三",762.29,776.68,738.16,769.04,19464600,203054660
"1992-09-17,四",770.65,779.56,751.08,761.72,14237500,144745020
"1992-09-18,五",715.89,761.72,715.89,754.4,7765500,81858483
"1992-09-21,一",740.97,760.13,730.3,733.44,11520700,116545250
"1992-09-22,二",730.71,736.9,716.23,722.7,8831100,91083474
"1992-09-23,三",719.41,725.59,708.5,712.37,7970700,82873133
"1992-09-24,四",720.51,735.49,709.63,730.57,8701700,92839186
"1992-09-25,五",730.28,735.75,723.56,729.79,6734600,76255512
"1992-09-28,一",724.45,729.79,721.19,724.7,3303300,40798092
"1992-09-29,二",719.99,728.42,707.82,710.63,7786100,82381424
"1992-09-30,三",703.63,710.63,698.91,702.32,8633900,96512331
"1992-10-05,一",676.47,702.32,668.9,679.62,10100100,109752839
"1992-10-06,二",682.92,692.62,664.27,674.24,9554800,97525768
"1992-10-07,三",676.56,676.84,664.43,665.26,5725600,60947452
"1992-10-08,四",648.96,671.67,640.22,643.69,9194400,96306257
"1992-10-09,五",664.44,668.73,643.66,660.29,11146000,114917315
"1992-10-12,一",687.45,713.77,661.99,690.57,14573800,149660950
"1992-10-13,二",694.1,701.3,669.56,673.99,15246300,158357820
"1992-10-14,三",661.07,673.94,648.84,663.75,13890900,142121780
"1992-10-15,四",654.33,667,650.91,663.53,10387900,106075266
"1992-10-16,五",664,668.57,661.2,664.75,8981200,91893604
"1992-10-19,一",643.79,667.46,632.4,632.4,9785800,100268787
"1992-10-20,二",634.41,663.65,604.5,616.29,9582500,103067023
"1992-10-21,三",597.15,616.29,577.23,585.7,10425900,107881921
"1992-10-22,四",557.03,584.91,535.79,539.79,14688900,149734160
"1992-10-23,五",534.41,577.52,524.07,559.73,10716200,114178026
"1992-10-26,一",539.5,561.5,504.81,506.94,12189000,125484300
"1992-10-27,二",465.75,506.28,448.28,450.28,12665300,128776631
"1992-10-28,三",466.73,470.98,447.93,463.21,9677200,103788751
"1992-10-29,四",468.72,484.51,455.22,484.25,8449700,94125299
"1992-10-30,五",494.66,507.25,484.45,507.25,12257000,129964633
"1992-11-02,一",471.18,508.81,465.55,477.61,8310900,99006888
"1992-11-03,二",481.34,487.07,465.6,479.81,6877000,90717080
"1992-11-04,三",474.82,481.6,465.09,469.9,5917700,85452806
"1992-11-05,四",460.96,470.89,457.03,462.63,6102200,72446923
"1992-11-06,五",460.54,468.59,455.73,457.05,4024500,52648375
"1992-11-09,一",439.81,459.04,424.68,428.61,6520800,71923496
"1992-11-10,二",404.49,428.34,391.17,400.53,8188600,89992268
"1992-11-11,三",402.79,410.16,388.32,410.16,6033400,70781591
"1992-11-12,四",408.42,416.22,402.33,415.79,8121000,87130771
"1992-11-13,五",418.49,421.67,413.3,414.09,7133600,79106313
"1992-11-16,一",402.02,415.64,397.63,399.32,5985400,67165775
"1992-11-17,二",390.09,399.08,386.85,393.52,6202200,67791565
"1992-11-18,三",400.01,407.61,389.59,407.61,5557400,59699465
"1992-11-19,四",409.61,412.23,395.16,398.95,6995400,76385024
"1992-11-20,五",394.9,401.44,394.31,401.44,4743900,55774221
"1992-11-23,一",404.05,410.57,401.82,410.39,8645400,91610670
"1992-11-24,二",414.84,448.44,410.81,440.04,12031800,125234973
"1992-11-25,三",485.16,571.63,441.54,571.63,25550400,264883550
"1992-11-26,四",674.74,752.32,562.01,562.01,44385800,451184720
"1992-11-27,五",593.66,682.4,490.54,637.66,30076000,303435900
"1992-11-30,一",682.08,727.13,637.66,724.6,46168400,466139370
"1992-12-01,二",718.99,749.89,713.85,716.74,25250400,262537140
"1992-12-02,三",694.88,722.2,690.63,722.2,22267100,232763870
"1992-12-03,四",760.65,826.06,739.03,808.2,41969000,444369460
"1992-12-04,五",833.23,841.02,807.02,807.02,45735800,461615530
"1992-12-07,一",765.87,803.12,757.34,793.25,33265700,339071270
"1992-12-08,二",796.63,811.57,743.9,753.94,59071400,596425620
"1992-12-09,三",737.94,752.89,661.66,676.45,33678500,342674180
"1992-12-10,四",668.46,693.41,592.78,625.23,25293400,258176430
"1992-12-11,五",664.61,735.62,628.91,722.28,36787100,372690510
"1992-12-14,一",741.06,748.19,668.07,705.07,22777100,231872150
"1992-12-15,二",699.83,713.9,682.24,682.24,16075200,166198340
"1992-12-16,三",671.45,690.25,663.17,685.82,13007600,135191460
"1992-12-17,四",689.14,707.82,685.65,707.82,13943300,150199560
"1992-12-18,五",715.72,721.26,690.45,698.13,13286100,142493090
"1992-12-21,一",709.87,731.68,697.7,731.68,40767300,411629040
"1992-12-22,二",731.58,731.9,724.74,725.78,23063100,233273300
"1992-12-23,三",723.84,736.27,721.44,732.05,13421500,138606920
"1992-12-24,四",731.55,758.59,731.31,758.59,21406400,217228550
"1992-12-25,五",768.68,781.36,761.89,764.28,36220900,366033310
"1992-12-28,一",764.43,772.29,756.89,757.31,17376100,178234850
"1992-12-29,二",759.54,769.61,754.54,768.91,17915300,187125990
"1992-12-30,三",775.07,777.43,767.07,767.52,18455100,194586540
"1992-12-31,四",765.86,784.03,765.41,780.39,17231500,180355050
"1993-01-04,一",784.13,816.64,777.16,814.04,26300400,263005150
"1993-01-05,二",817.21,859.19,813.34,858.72,156200,495873690
"1993-01-06,三",881,883.42,843.16,847.44,56003800,543263430
"1993-01-07,四",855.8,868.97,849.53,868.97,35480100,353814530
"1993-01-08,五",882.57,893.86,878.33,889.47,61836900,606896180
"1993-01-11,一",913.44,977.42,901.47,977.42,93691700,902280900
"1993-01-12,二",1001.93,1028.43,982.15,987.26,92232000,860616640
"1993-01-13,三",996.41,1024.05,973.3,1024.05,57267700,552202130
"1993-01-14,四",1053.91,1088.58,1036.03,1086.43,96979300,936366190
"1993-01-15,五",1083.58,1099.83,1054.46,1063.76,543200,698121230
"1993-01-18,一",1067.98,1078.03,1052.8,1055.32,50366300,496584100
"1993-01-19,二",1053.52,1064.08,991.83,991.83,59389100,587916250
"1993-01-20,三",990.09,1050.09,984.74,1043.31,39201200,388841870
"1993-01-21,四",1051.58,1077.82,1046.18,1074.26,47613500,466198970
"1993-01-22,五",1074.34,1109.58,1073.64,1100.31,50541200,497124540
"1993-01-27,三",1126.35,1162.44,1113.57,1162.44,77749800,764462840
"1993-01-28,四",1182.39,1186.21,1146.9,1150.35,79453400,772350150
"1993-01-29,五",1156.83,1198.48,1140.24,1198.48,77772700,753545410
"1993-02-01,一",1242.33,1278.5,1222.18,1278.5,124481600,1288016300
"1993-02-02,二",1292.4,1325.24,1291.99,1310.58,116568800,1186359140
"1993-02-03,三",1321.63,1326.19,1265.7,1300.56,98489800,1007197890
"1993-02-04,四",1323.13,1371.58,1297.46,1371.58,109766500,1114135580
"1993-02-05,五",1371.34,1404.64,1325.85,1332.96,137769300,1385290700
"1993-02-08,一",1339.59,1393.34,1334.19,1393.17,113463800,1134661070
"1993-02-09,二",1427.33,1483.52,1426.48,1474.92,160899000,1635836000
"1993-02-10,三",1500.52,1528.51,1448.07,1454.46,176715900,1776944100
"1993-02-11,四",1495.92,1497.01,1364.67,1397.38,139091200,1362061200
"1993-02-12,五",1378.2,1458.76,1352.27,1458.76,122429600,1160274650
"1993-02-15,一",1536.82,1544.1,1499.1,1536.82,156256000,1598791200
"1993-02-16,二",1555.15,1558.95,1504.36,1513.48,119030900,1218624520
"1993-02-17,三",1515.25,1533.58,1502.88,1504,95616400,956165280
"1993-02-18,四",1503.72,1538.61,1497.79,1508.22,92360200,997229050
"1993-02-19,五",1471.56,1514.46,1441.07,1499.74,142743600,1482042800
"1993-02-22,一",1487.84,1527.13,1453.31,1456.29,85572300,941933200
"1993-02-23,二",1420.63,1466.07,1346.15,1367.36,93841600,992925980
"1993-02-24,三",1310.04,1346.48,1196.47,1264.96,144239700,1506185100
"1993-02-25,四",1271.2,1421.35,1261.76,1410.36,134767200,1400826300
"1993-02-26,五",1436.99,1444.05,1320.89,1339.88,157758400,1613234400
"1993-03-01,一",1328.22,1339.1,1199.73,1199.73,85386900,891107150
"1993-03-02,二",1207.57,1285.17,1186.33,1245.09,82732200,858824230
"1993-03-03,三",1263.74,1267.54,1220.03,1231.77,35383200,378409790
"1993-03-04,四",1231.92,1244.65,1131.29,1159.13,49926300,529912410
"1993-03-05,五",1116.41,1180.58,1026.18,1109.54,90117100,919757130
"1993-03-08,一",1133.52,1325.49,1133.46,1209.65,183143400,1862036500
"1993-03-09,二",1160.13,1209.66,1129.81,1137.79,82503200,861924150
"1993-03-10,三",1099.52,1190.33,1089.34,1188.97,67346200,691215620
"1993-03-11,四",1219.47,1261.8,1196.25,1261.8,104360600,1060954130
"1993-03-12,五",1280.35,1286.07,1231.39,1236.35,95839300,970839380
"1993-03-15,一",1226.66,1241.04,1171.73,1171.73,51423000,488143490
"1993-03-16,二",1167.91,1222.55,1155.08,1222.55,42094400,435521860
"1993-03-17,三",1238.8,1239.33,1193.58,1202.83,30923400,297425640
"1993-03-18,四",1203.2,1206.58,1171.43,1184.48,30978000,295856040
"1993-03-19,五",1188.35,1207.56,1171.73,1174.99,43165800,418083130
"1993-03-22,一",1148.29,1179.05,1036.92,1036.92,64584900,620035550
"1993-03-23,二",1035.58,1035.63,958.42,971.25,54890800,520749990
"1993-03-24,三",965.58,996.58,956.97,956.97,31525300,296481060
"1993-03-25,四",963.53,965.96,913.74,945.42,30942000,299417350
"1993-03-26,五",969.24,1039.76,945.93,1039.76,75983300,728573230
"1993-03-29,一",1008.4,1047.88,961.49,970.45,33636900,340546960
"1993-03-30,二",973.08,992.11,958.05,958.05,33980900,305391080
"1993-03-31,三",953.29,957.94,918.4,925.91,31330600,286447760
"1993-04-01,四",921.59,949.77,915.59,947.23,19117400,198180620
"1993-04-02,五",953.51,968.05,940.55,944.01,25621400,266862130
"1993-04-05,一",945.58,947.9,924.49,947.87,20002100,169059750
"1993-04-06,二",949.81,1064.85,949.05,1059.6,75833100,707362600
"1993-04-07,三",1108.64,1158.74,1076.45,1099.6,180620200,1727397200
"1993-04-08,四",1099.6,1238.85,1099.6,1237.07,187953100,1807168000
"1993-04-09,五",1322.07,1340.91,1236.46,1243.02,205790300,1965253200
"1993-04-12,一",1254.6,1276.41,1195.57,1203.54,126450500,1210578590
"1993-04-13,二",1204.75,1297.83,1201.07,1297.34,136310400,1330795930
"1993-04-14,三",1304.33,1341.19,1247.83,1272.39,233736200,1890574100
"1993-04-15,四",1265.3,1298.33,1255.94,1278.83,118352800,1191252330
"1993-04-16,五",1282.79,1287.08,1211.83,1214.75,131956900,1327288540
"1993-04-19,一",1203.83,1241.84,1185.76,1223.22,87329400,879194830
"1993-04-20,二",1257.08,1257.08,1233.72,1235.52,93352900,941172010
"1993-04-21,三",1234.71,1243.47,1220.08,1222.56,50646200,496725110
"1993-04-22,四",1227.08,1267.33,1220.27,1267.33,71887200,701230960
"1993-04-23,五",1288.51,1295.76,1255.85,1260.25,119995300,1176186590
"1993-04-26,一",1298.92,1345.73,1282.54,1345.61,191973700,1926985000
"1993-04-27,二",1379.43,1391.42,1360.83,1363.44,206688500,2046093800
"1993-04-28,三",1371.1,1382.83,1357.91,1372.5,134914400,1321925570
"1993-04-29,四",1377.04,1392.62,1348.38,1349.68,104287200,1018376990
"1993-04-30,五",1341.54,1363.11,1336.59,1358.78,81612900,797397260
"1993-05-03,一",1365.15,1380.5,1349.98,1352.24,121020100,1049649640
"1993-05-04,二",1352.08,1365.92,1234.55,1241.16,166404900,1645647900
"1993-05-05,三",1232.65,1273.13,1204.06,1246.82,95615200,936945040
"1993-05-06,四",1250.39,1250.39,1151.49,1162.92,96034400,938699570
"1993-05-07,五",1194.26,1210.78,1159.16,1199.81,83848400,857568710
"1993-05-10,一",1216.72,1221.98,1110.94,1128.29,77677200,765991750
"1993-05-11,二",1124.83,1138.49,1107.66,1136.74,43501200,430077220
"1993-05-12,三",1138.52,1160.51,1133.93,1140.19,49036900,488317420
"1993-05-13,四",1140.21,1177.28,1140.21,1177.28,36244600,357621670
"1993-05-14,五",1180.46,1201.44,1161.19,1167.47,49932000,489705090
"1993-05-17,一",1162.07,1162.07,1097.59,1140.04,32735400,333078580
"1993-05-18,二",1140.04,1148.33,1128.75,1130.26,32370900,331719520
"1993-05-19,三",1129.08,1147.22,1127.43,1147.22,18082000,192081450
"1993-05-20,四",1148.56,1175.2,1148.56,1165.4,41885200,400856000
"1993-05-21,五",1177.3,1178.54,1133.2,1143.97,23004000,246662050
"1993-05-24,一",1136.29,1143.97,1024.69,1026.13,59168500,579288740
"1993-05-25,二",1020.32,1020.32,965.29,997.95,45925200,475956560
"1993-05-26,三",1003.89,1008.55,992.94,995.45,29933700,314099550
"1993-05-27,四",1001.19,1001.63,942.21,963.61,33387400,317362900
"1993-05-28,五",962.21,980.96,959.25,972.77,29922200,315795620
"1993-05-31,一",975.05,980.03,930.64,935.48,32946400,306805750
"1993-06-01,二",935.9,935.9,859.48,928.58,31807200,314435710
"1993-06-02,三",958.61,1081.2,904.32,1081.2,163241900,1628528300
"1993-06-03,四",1102.08,1177.91,961.32,1018.29,217569200,2173711800
"1993-06-04,五",1024.74,1031.03,981.89,1004.3,82779700,851142210
"1993-06-07,一",1006.26,1068.83,982.03,1064.98,82181800,814523430
"1993-06-08,二",1094.09,1101.69,1054.31,1074.58,190535000,1900171900
"1993-06-09,三",1071.33,1081.18,1053.32,1065.19,68237900,678490170
"1993-06-10,四",1069.34,1070.06,1040.38,1044.44,58202400,579510680
"1993-06-11,五",1043.94,1052.56,1024.2,1047,48283100,480181970
"1993-06-14,一",1046.07,1046.07,990.16,1000.43,81993500,806081800
"1993-06-15,二",998.7,1002.96,981.84,1001.61,38217400,373596580
"1993-06-16,三",1004.4,1013.81,997.33,1004.24,24669700,253329620
"1993-06-17,四",998.21,1016.23,998,998,21720000,211535310
"1993-06-18,五",994.2,1007.25,989.21,1005.98,24654400,241336410
"1993-06-21,一",1003.98,1003.98,967.74,977.61,26262500,270902240
"1993-06-22,二",972.1,987.07,971.63,981.13,16266800,127836813
"1993-06-23,三",981.4,991.21,980.53,986.02,13285600,109287820
"1993-06-24,四",985.62,993.8,974.17,980.17,15281700,134036885
"1993-06-25,五",979.93,1041.22,979.93,1006.64,31242200,297413140
"1993-06-28,一",1006.63,1010.52,983.97,1002.42,49678300,484217730
"1993-06-29,二",1008.23,1037.49,1002.61,1028.44,146898700,1457107800
"1993-06-30,三",1037.89,1043.05,1003.86,1007.05,110679600,1099510210
"1993-07-01,四",1000.8,1009.89,980.05,997.53,63620100,636201660
"1993-07-02,五",995.7,1002.87,986.98,986.98,37253900,372539430
"1993-07-05,一",976.67,980.92,946.87,952.31,43080400,436289430
"1993-07-06,二",938.42,938.42,895.69,897.64,47673300,474771430
"1993-07-07,三",897.22,909.93,869.65,903.79,32602900,324469330
"1993-07-08,四",904.46,909.11,895.62,896.16,16397700,162379210
"1993-07-09,五",896.16,896.24,865.31,868.57,23200900,229738960
"1993-07-12,一",855.5,855.5,828.55,845.52,53324200,529178250
"1993-07-13,二",853.66,870.05,853.66,870.05,37364000,376501250
"1993-07-14,三",870.05,870.05,833.08,836.39,46715100,469981410
"1993-07-15,四",833.89,847.3,830.61,838.7,21830900,224503560
"1993-07-16,五",841.62,849.66,839.28,846.87,26569900,269163240
"1993-07-19,一",846.87,849.04,836.71,836.98,28032900,236299400
"1993-07-20,二",835.79,838.34,803.22,808.21,24026500,242551600
"1993-07-21,三",809.53,820.07,808.2,811.74,14573400,123306367
"1993-07-22,四",812.1,815.53,804.1,815.53,11982400,97550083
"1993-07-23,五",816.08,818.55,811.47,813.54,17316800,141189510
"1993-07-26,一",810.07,810.07,787.8,787.81,23445500,207633370
"1993-07-27,二",788.19,798.85,777.73,791.62,17085100,170851610
"1993-07-28,三",792.88,818.06,791.23,798.33,49886700,498868350
"1993-07-29,四",801.16,810.63,801.16,806.67,25016800,250169320
"1993-07-30,五",810.09,901.12,810.09,881.07,142355800,1433113600
"1993-08-02,一",885.31,913.15,842.35,843.27,151417000,1448179700
"1993-08-03,二",842.29,853.35,830.67,832.72,35346500,358107600
"1993-08-04,三",833.4,855.86,823,850.54,31325600,270618180
"1993-08-05,四",853.71,863.94,842.72,849.3,60201400,555636230
"1993-08-06,五",841.39,860.73,841.39,855.52,60793500,617720850
"1993-08-09,一",866.65,887.45,861.34,885.27,138077900,1363211700
"1993-08-10,二",897.46,911.77,861.19,862.08,168065600,1667451500
"1993-08-11,三",862.4,883.02,861.78,883.02,45761900,452147740
"1993-08-12,四",896.74,917.96,893.51,917.04,107975800,1075040520
"1993-08-13,五",929.42,947.26,922.52,947.26,152137500,1516946200
"1993-08-16,一",969.9,1023.87,967.35,1023.87,188521300,1921106500
"1993-08-17,二",1042.42,1042.47,973.48,974.11,211217200,2096220700
"1993-08-18,三",974.11,988.14,947.93,947.93,81803000,850556050
"1993-08-19,四",944.58,980.43,944.47,968.51,61186400,625743990
"1993-08-20,五",973,977.39,937.99,946.54,54268600,571391150
"1993-08-23,一",933.72,937.3,888.68,893.23,61844000,634803700
"1993-08-24,二",878.09,902.3,873.13,894.44,38694500,378520850
"1993-08-25,三",904.74,921.21,904.74,911.4,35071300,341720090
"1993-08-26,四",913.27,914.15,896,903.91,19344100,190396620
"1993-08-27,五",903.47,903.77,886.3,894.59,52303200,520241140
"1993-08-30,一",901.09,911.18,884.51,899.27,26557500,252390510
"1993-08-31,二",895.76,909.72,893.99,895.68,18742900,176446050
"1993-09-01,三",898.01,900.18,886.57,893.97,19942800,191908080
"1993-09-02,四",894.27,901.39,893,901.39,15435400,147371220
"1993-09-03,五",907.89,926.11,905.71,922.69,40496000,398265400
"1993-09-06,一",940.46,947.53,933.74,947.53,65536000,649253840
"1993-09-07,二",947.12,947.12,908.29,909.04,45429100,451367160
"1993-09-08,三",907.98,918.26,896.56,909.13,31345200,313453610
"1993-09-09,四",911.95,914.79,900.82,901.66,32486700,324868150
"1993-09-10,五",887.83,908.91,887.65,903.56,16137600,185086020
"1993-09-13,一",895.62,895.62,873.55,879.24,34012600,340126510
"1993-09-14,二",875.14,879.93,865.61,876.62,15939300,159394190
"1993-09-15,三",876.38,903.24,876.25,880.78,10248200,112045396
"1993-09-16,四",885.02,885.79,874.35,875.08,1755100,116415508
"1993-09-17,五",874.51,883.17,868.74,881.41,16947700,169477760
"1993-09-20,一",875.97,878.23,865.74,875,17896200,173295860
"1993-09-21,二",875.13,896.68,875.13,890.23,29713800,293478260
"1993-09-22,三",891.05,892.32,881.04,881.24,16993100,165165030
"1993-09-23,四",882.68,888.82,881.68,884.02,17234900,163735310
"1993-09-24,五",873.16,915.06,864.38,875.81,56817800,563624410
"1993-09-27,一",876.61,884.3,876.39,880.98,26609000,318674110
"1993-09-28,二",886.11,898.15,883.92,898.15,55394700,546514620
"1993-09-29,三",904.76,909.84,885.46,886.12,46927800,462858160
"1993-09-30,四",887.13,896.58,883.55,890.27,61046900,605073880
"1993-10-04,一",895.69,901.37,891.33,892.55,63921800,607846560
"1993-10-05,二",894.37,896,885.04,885.86,38545400,363078030
"1993-10-06,三",886.33,891.13,879.42,885.04,60805300,593003160
"1993-10-07,四",887,934.4,880.99,887.62,340886700,3399255100
"1993-10-08,五",897.72,898.9,874.28,874.76,224170300,2224780900
"1993-10-11,一",872.95,879.68,866.93,868.38,104463800,1026969780
"1993-10-12,二",868.48,875.62,866.85,871.42,79235900,766727480
"1993-10-13,三",874.36,879.29,854.79,859.7,78232600,799373650
"1993-10-14,四",858.33,859.48,848.53,855.04,57507400,575074600
"1993-10-15,五",855.67,862.54,854.97,856.92,36601200,366012590
"1993-10-18,一",852.82,852.82,835.25,835.25,54987700,538242350
"1993-10-19,二",839.2,846.39,836.77,839.6,58110100,570494570
